time,open,high,low,close,volume
1752686100,3326.02,3326.17,3321.62,3323.59,1982
1752686400,3323.59,3328.98,3322.94,3328.37,1851
1752686700,3328.37,3329.29,3325.07,3325.14,1712
1752687000,3325.14,3325.15,3319.64,3321.9,2175
1752687300,3321.9,3326.01,3321.43,3324.74,1922
1752687600,3324.74,3325.81,3322.27,3325.26,1730
1752687900,3325.25,3328.3,3324.28,3327.38,1686
1752688200,3327.35,3335.86,3323.95,3335.5,2063
1752688500,3335.56,3342.6,3330.09,3338.09,2945
1752688800,3338.11,3345.44,3337.32,3345.04,2804
1752689100,3345.12,3353.89,3344.97,3351.41,2897
1752689400,3351.4,3353.93,3347.81,3348.63,2611
1752689700,3348.62,3370.1,3346.86,3369.42,3261
1752690000,3369.47,3371.13,3365.08,3367.72,3221
1752690300,3367.67,3370.46,3362.66,3363.36,3072
1752690600,3363.28,3377.49,3363.28,3373.79,3241
1752690900,3373.77,3373.92,3364.7,3368.0,2892
1752691200,3368.01,3370.89,3357.42,3360.42,2919
1752691500,3360.43,3362.42,3354.97,3358.9,2761
1752691800,3358.9,3366.26,3357.49,3357.7,2614
1752692100,3357.77,3360.3,3336.06,3343.6,3381
1752692400,3343.6,3344.73,3339.08,3342.7,2940
1752692700,3342.72,3350.21,3342.6,3348.84,2575
1752693000,3348.92,3355.15,3348.4,3354.33,2438
1752693300,3354.31,3354.31,3347.56,3349.16,2089
1752693600,3349.21,3351.33,3346.81,3350.71,1889
1752693900,3350.71,3353.37,3350.7,3352.08,1740
1752694200,3352.09,3353.45,3351.16,3351.61,1746
1752694500,3351.6,3351.7,3348.51,3349.64,1595
1752694800,3349.59,3352.17,3349.39,3351.14,1326
1752695100,3351.14,3354.74,3351.08,3353.02,1594
1752695400,3352.97,3353.62,3349.52,3349.92,1593
1752695700,3349.96,3351.01,3348.2,3349.08,1549
1752696000,3349.08,3350.66,3348.82,3350.65,1528
1752696300,3350.66,3353.73,3348.88,3353.39,1558
1752696600,3353.38,3353.45,3351.08,3351.2,1482
1752696900,3351.2,3352.33,3350.77,3351.52,1268
1752697200,3351.52,3352.93,3350.65,3351.76,1311
1752697500,3351.7,3354.03,3351.05,3351.59,1578
1752697800,3351.58,3353.2,3350.29,3351.6,1396
1752698100,3351.61,3354.98,3351.31,3354.56,1282
1752698400,3354.55,3355.58,3353.47,3354.9,1282
1752698700,3354.89,3357.24,3354.31,3356.41,1235
1752699000,3356.41,3356.5,3353.84,3354.92,1234
1752699300,3354.92,3354.98,3353.9,3354.79,920
1752699600,3354.79,3356.52,3354.33,3354.74,1138
1752699900,3354.74,3357.4,3354.59,3355.86,1290
1752700200,3355.87,3356.6,3355.48,3355.81,1184
1752700500,3355.8,3356.72,3355.56,3355.91,925
1752700800,3355.91,3356.01,3353.49,3354.52,1259
1752701100,3354.51,3354.56,3352.62,3353.48,1131
1752701400,3353.5,3354.35,3353.11,3353.95,982
1752701700,3353.95,3354.0,3352.9,3353.22,866
1752702000,3353.22,3353.46,3352.42,3353.07,961
1752702300,3353.08,3353.2,3351.74,3352.35,1028
1752702600,3352.35,3352.9,3351.8,3351.83,892
1752702900,3351.84,3352.02,3349.15,3350.33,1218
1752703200,3350.32,3350.6,3348.65,3348.95,1134
1752703500,3348.89,3349.63,3347.23,3347.8,1120
1752703800,3347.8,3348.31,3347.29,3347.87,966
1752704100,3347.88,3348.63,3347.35,3348.31,1022
1752704400,3348.31,3348.31,3346.52,3346.81,1046
1752704700,3346.82,3347.72,3346.51,3347.39,1068
1752705000,3347.4,3348.2,3346.32,3347.44,1168
1752705300,3347.45,3348.01,3346.11,3346.43,1002
1752705600,3346.43,3347.58,3346.42,3346.99,1098
1752705900,3347.03,3348.01,3346.82,3346.95,1127
1752706200,3346.95,3348.03,3346.89,3347.38,1255
1752706500,3347.34,3348.13,3346.87,3347.12,1626
1752706800,3347.18,3347.98,3347.18,3347.5,717
1752707100,3347.49,3348.17,3347.3,3347.38,532
1752707400,3347.38,3348.96,3347.21,3348.96,524
1752707700,3348.96,3349.43,3348.54,3349.08,573
1752708000,3349.09,3349.3,3348.44,3348.76,415
1752708300,3348.77,3348.78,3348.2,3348.34,377
1752708600,3348.33,3348.37,3346.66,3346.74,459
1752708900,3346.71,3347.24,3346.3,3347.23,740
1752709200,3347.23,3347.82,3346.91,3347.33,586
1752709500,3347.34,3348.51,3347.29,3347.79,466
1752709800,3347.8,3348.11,3347.07,3347.11,346
1752710100,3347.1,3347.56,3346.81,3347.55,289
1752714000,3347.75,3351.58,3347.44,3350.74,714
1752714300,3350.7,3350.8,3348.97,3349.21,317
1752714600,3349.14,3351.12,3348.81,3351.09,390
1752714900,3351.02,3352.18,3350.71,3351.83,532
1752715200,3351.84,3351.85,3349.67,3350.78,478
1752715500,3350.77,3351.74,3350.44,3351.45,341
1752715800,3351.44,3351.71,3350.76,3351.13,336
1752716100,3351.14,3351.14,3349.72,3349.8,312
1752716400,3349.78,3350.01,3348.44,3348.47,397
1752716700,3348.47,3349.39,3348.36,3349.05,415
1752717000,3349.05,3349.16,3348.62,3349.1,267
1752717300,3349.11,3349.61,3348.61,3349.6,318
1752717600,3349.61,3350.18,3349.13,3349.26,323
1752717900,3349.26,3349.33,3348.31,3349.04,292
1752718200,3349.04,3349.14,3348.64,3349.14,185
1752718500,3349.14,3349.26,3348.46,3348.98,245
1752718800,3348.89,3348.89,3348.3,3348.45,302
1752719100,3348.46,3348.59,3347.93,3348.01,345
1752719400,3348.0,3348.7,3347.82,3347.96,384
1752719700,3347.96,3348.05,3346.59,3347.1,423
1752720000,3347.15,3347.23,3345.79,3346.24,546
1752720300,3346.23,3346.96,3345.57,3345.83,515
1752720600,3345.82,3346.33,3345.25,3346.22,550
1752720900,3346.22,3346.73,3346.0,3346.48,647
1752721200,3346.49,3347.34,3344.18,3345.81,1163
1752721500,3345.83,3346.03,3344.94,3345.58,793
1752721800,3345.58,3345.68,3343.19,3344.09,785
1752722100,3344.05,3344.54,3342.97,3344.54,876
1752722400,3344.47,3344.89,3343.87,3344.73,694
1752722700,3344.72,3345.02,3344.19,3344.24,902
1752723000,3344.21,3344.72,3344.04,3344.16,736
1752723300,3344.16,3344.51,3342.09,3343.45,876
1752723600,3343.46,3344.02,3341.58,3341.93,847
1752723900,3341.92,3342.01,3339.77,3340.92,881
1752724200,3340.96,3341.69,3340.2,3341.17,891
1752724500,3341.17,3341.31,3340.4,3340.82,913
1752724800,3340.81,3342.07,3338.85,3339.97,1537
1752725100,3339.97,3340.28,3337.65,3338.28,1256
1752725400,3338.27,3341.3,3337.73,3340.71,1087
1752725700,3340.77,3341.66,3339.07,3340.36,1027
1752726000,3340.31,3340.83,3339.53,3340.35,868
1752726300,3340.36,3341.33,3339.29,3340.74,873
1752726600,3340.74,3341.46,3337.21,3338.04,1293
1752726900,3338.03,3341.03,3337.72,3341.03,964
1752727200,3341.03,3341.48,3339.96,3341.26,944
1752727500,3341.27,3343.45,3341.27,3342.47,1099
1752727800,3342.47,3343.61,3342.2,3342.84,1070
1752728100,3342.87,3344.55,3342.81,3344.04,1048
1752728400,3344.04,3344.75,3343.3,3344.05,965
1752728700,3344.05,3344.23,3342.08,3342.53,955
1752729000,3342.55,3342.61,3340.26,3340.58,999
1752729300,3340.57,3341.12,3339.66,3340.09,722
1752729600,3340.1,3340.51,3339.25,3340.12,620
1752729900,3340.12,3340.26,3339.35,3339.89,535
1752730200,3339.89,3341.52,3339.41,3340.66,977
1752730500,3340.66,3340.99,3339.4,3339.81,751
1752730800,3339.81,3340.29,3337.82,3339.18,889
1752731100,3339.18,3340.01,3338.49,3339.54,976
1752731400,3339.54,3340.76,3339.45,3340.69,683
1752731700,3340.69,3342.14,3340.25,3341.37,1052
1752732000,3341.37,3342.16,3341.29,3341.41,798
1752732300,3341.41,3341.59,3338.62,3338.66,840
1752732600,3338.62,3339.32,3337.92,3338.24,683
1752732900,3338.22,3338.5,3336.34,3338.47,906
1752733200,3338.46,3339.11,3338.19,3338.6,705
1752733500,3338.59,3339.48,3338.15,3339.36,666
1752733800,3339.36,3340.28,3339.35,3340.25,640
1752734100,3340.26,3341.0,3339.7,3340.53,702
1752734400,3340.53,3341.89,3340.48,3341.42,541
1752734700,3341.43,3342.17,3340.48,3341.78,801
1752735000,3341.8,3342.38,3341.49,3341.69,592
1752735300,3341.68,3342.08,3340.76,3341.51,706
1752735600,3341.49,3341.67,3339.84,3340.18,635
1752735900,3340.18,3340.7,3339.22,3339.26,620
1752736200,3339.26,3339.47,3338.35,3339.23,598
1752736500,3339.23,3339.93,3338.64,3339.83,583
1752736800,3339.87,3340.29,3339.23,3340.25,457
1752737100,3340.25,3341.16,3339.96,3341.13,593
1752737400,3341.14,3341.96,3341.04,3341.59,561
1752737700,3341.59,3343.93,3341.5,3343.83,567
1752738000,3343.84,3344.75,3342.35,3342.73,863
1752738300,3342.72,3342.79,3341.54,3341.54,592
1752738600,3341.54,3342.72,3341.52,3342.7,528
1752738900,3342.7,3342.72,3342.02,3342.69,464
1752739200,3342.69,3342.91,3341.58,3341.61,706
1752739500,3341.61,3342.42,3341.05,3341.15,628
1752739800,3341.17,3341.17,3340.06,3340.27,576
1752740100,3340.26,3340.91,3339.08,3339.09,911
1752740400,3339.09,3339.98,3338.67,3339.89,864
1752740700,3339.88,3340.54,3339.38,3340.52,618
1752741000,3340.51,3341.19,3338.49,3338.62,1038
1752741300,3338.66,3338.68,3336.84,3337.56,926
1752741600,3337.53,3338.12,3336.63,3337.14,979
1752741900,3337.14,3338.0,3335.97,3337.09,900
1752742200,3337.1,3338.6,3336.96,3337.5,609
1752742500,3337.51,3339.65,3337.24,3339.43,786
1752742800,3339.42,3339.82,3337.21,3337.42,1233
1752743100,3337.42,3337.43,3335.47,3335.54,1296
1752743400,3335.54,3335.62,3331.82,3333.1,1164
1752743700,3333.11,3334.89,3332.42,3333.27,1403
1752744000,3333.26,3333.64,3330.23,3330.37,1532
1752744300,3330.34,3331.49,3329.7,3330.16,1163
1752744600,3330.16,3331.12,3329.14,3329.7,1498
1752744900,3329.7,3330.94,3328.84,3330.93,1001
1752745200,3330.96,3330.96,3328.28,3329.16,1189
1752745500,3329.18,3333.06,3329.13,3332.83,1148
1752745800,3332.84,3335.44,3332.84,3334.57,1267
1752746100,3334.56,3336.48,3334.19,3335.42,1350
1752746400,3335.42,3336.13,3334.27,3335.29,1335
1752746700,3335.28,3335.94,3332.23,3335.58,1247
1752747000,3335.57,3335.75,3333.74,3333.98,781
1752747300,3333.98,3333.98,3330.07,3330.55,1331
1752747600,3330.56,3330.93,3327.93,3328.35,1510
1752747900,3328.36,3329.7,3327.94,3329.54,1180
1752748200,3329.54,3329.72,3328.5,3329.39,855
1752748500,3329.4,3329.98,3328.45,3329.37,981
1752748800,3329.4,3330.02,3327.88,3327.95,926
1752749100,3327.96,3329.33,3326.01,3326.01,1233
1752749400,3326.06,3327.0,3325.17,3326.77,1259
1752749700,3326.76,3326.83,3325.15,3325.78,1109
1752750000,3325.79,3327.83,3325.57,3327.68,1069
1752750300,3327.69,3328.03,3327.15,3327.48,831
1752750600,3327.47,3329.62,3327.16,3329.23,842
1752750900,3329.2,3329.77,3329.0,3329.51,852
1752751200,3329.48,3331.34,3329.48,3330.56,885
1752751500,3330.63,3331.16,3329.98,3331.02,911
1752751800,3330.99,3331.72,3330.48,3331.21,738
1752752100,3331.21,3332.08,3330.62,3331.12,951
1752752400,3331.12,3331.82,3330.06,3330.4,873
1752752700,3330.43,3331.53,3330.29,3331.41,851
1752753000,3331.41,3331.77,3330.5,3330.85,924
1752753300,3330.87,3331.03,3328.23,3328.79,931
1752753600,3328.78,3330.43,3328.33,3329.99,908
1752753900,3329.99,3330.48,3328.01,3328.02,849
1752754200,3328.01,3328.72,3327.49,3328.28,872
1752754500,3328.28,3330.66,3328.22,3330.64,898
1752754800,3330.65,3332.47,3330.65,3332.11,1103
1752755100,3332.11,3332.17,3329.89,3330.14,910
1752755400,3330.14,3330.54,3328.84,3328.99,720
1752755700,3328.99,3329.34,3328.26,3328.34,552
1752756000,3328.34,3328.81,3327.72,3328.57,588
1752756300,3328.57,3328.87,3326.57,3326.71,913
1752756600,3326.7,3326.75,3324.87,3325.72,1185
1752756900,3325.73,3326.14,3324.72,3325.6,1119
1752757200,3325.6,3328.18,3325.48,3326.53,1108
1752757500,3326.53,3327.58,3325.75,3326.77,923
1752757800,3326.76,3327.3,3326.6,3327.1,716
1752758100,3327.11,3327.82,3325.28,3327.49,908
1752758400,3327.46,3327.87,3326.53,3327.41,770
1752758700,3327.41,3328.86,3327.17,3328.77,926
1752759000,3328.85,3330.36,3328.7,3329.78,912
1752759300,3329.79,3330.95,3329.59,3330.77,847
1752759600,3330.77,3331.15,3330.4,3331.15,806
1752759900,3331.15,3331.15,3329.38,3329.87,862
1752760200,3329.76,3330.36,3327.58,3327.85,1172
1752760500,3327.85,3327.97,3324.93,3325.81,1237
1752760800,3325.79,3326.59,3323.0,3326.12,1279
1752761100,3326.12,3328.53,3325.6,3328.0,1123
1752761400,3328.01,3328.24,3326.41,3327.97,810
1752761700,3327.94,3328.26,3326.57,3327.48,758
1752762000,3327.49,3327.51,3325.06,3325.16,918
1752762300,3325.16,3326.4,3325.12,3326.4,657
1752762600,3326.44,3326.44,3325.14,3325.32,802
1752762900,3325.32,3325.65,3324.65,3325.27,879
1752763200,3325.27,3325.52,3324.0,3325.15,778
1752763500,3325.15,3326.05,3323.49,3324.0,1074
1752763800,3324.0,3324.81,3322.35,3324.48,1234
1752764100,3324.48,3325.48,3323.42,3324.2,1258
1752764400,3324.2,3325.47,3322.68,3324.15,1260
1752764700,3324.11,3324.62,3322.23,3322.5,1207
1752765000,3322.49,3325.98,3322.49,3325.39,1167
1752765300,3325.39,3325.43,3323.21,3324.51,1225
1752765600,3324.52,3327.8,3324.03,3327.52,1459
1752765900,3327.53,3328.49,3326.37,3326.6,1144
1752766200,3326.6,3327.1,3312.67,3317.98,2867
1752766500,3318.01,3319.44,3315.22,3317.54,2182
1752766800,3317.54,3317.55,3312.95,3312.97,2125
1752767100,3312.96,3315.38,3311.23,3314.6,2323
1752767400,3314.55,3314.62,3309.98,3311.78,1965
1752767700,3311.7,3315.09,3309.8,3313.04,2025
1752768000,3313.15,3314.88,3311.15,3312.28,2294
1752768300,3312.28,3316.02,3312.23,3315.12,1980
1752768600,3315.13,3317.15,3312.67,3316.69,1623
1752768900,3316.7,3318.98,3316.63,3318.26,1687
1752769200,3318.24,3319.39,3316.0,3316.04,1511
1752769500,3316.05,3317.91,3314.09,3317.59,1677
1752769800,3317.58,3317.93,3313.73,3314.5,2276
1752770100,3314.49,3320.48,3314.27,3317.89,2297
1752770400,3317.84,3318.19,3314.9,3315.59,1973
1752770700,3315.59,3317.81,3315.23,3316.55,1571
1752771000,3316.44,3320.45,3316.39,3319.31,1803
1752771300,3319.25,3321.8,3318.69,3319.0,1669
1752771600,3318.86,3321.01,3318.3,3319.77,1843
1752771900,3319.77,3323.43,3319.55,3322.79,1788
1752772200,3322.8,3325.4,3322.75,3324.48,1793
1752772500,3324.51,3328.54,3324.43,3328.32,1835
1752772800,3328.29,3329.46,3326.18,3327.36,1825
1752773100,3327.34,3330.21,3326.85,3330.21,1595
1752773400,3330.21,3332.99,3329.7,3331.61,1622
1752773700,3331.6,3333.75,3330.34,3332.75,1668
1752774000,3332.75,3334.3,3332.06,3332.8,1501
1752774300,3332.8,3333.38,3330.84,3333.11,1628
1752774600,3333.14,3334.72,3332.52,3333.71,1523
1752774900,3333.73,3335.08,3333.44,3334.13,1648
1752775200,3334.13,3336.03,3333.85,3334.64,1653
1752775500,3334.62,3335.1,3331.9,3332.41,1448
1752775800,3332.41,3334.63,3332.34,3333.38,1325
1752776100,3333.38,3333.74,3331.35,3333.74,1236
1752776400,3333.77,3334.91,3332.98,3334.91,1309
1752776700,3334.91,3338.06,3334.37,3337.08,1410
1752777000,3337.08,3337.85,3335.6,3337.38,1531
1752777300,3337.4,3337.57,3335.25,3336.82,1423
1752777600,3336.83,3337.37,3336.18,3336.91,1195
1752777900,3336.92,3337.41,3336.45,3337.01,1114
1752778200,3337.03,3338.45,3336.94,3337.79,1256
1752778500,3337.8,3337.93,3336.12,3336.74,1356
1752778800,3336.78,3337.11,3335.76,3335.94,1213
1752779100,3335.98,3336.97,3335.72,3336.66,1119
1752779400,3336.69,3337.23,3336.43,3337.12,933
1752779700,3337.13,3337.17,3335.47,3336.56,1191
1752780000,3336.55,3338.81,3336.52,3338.73,1133
1752780300,3338.77,3339.05,3338.11,3338.79,960
1752780600,3338.79,3339.45,3338.37,3338.54,1097
1752780900,3338.52,3338.69,3336.83,3336.93,1155
1752781200,3336.95,3339.01,3336.41,3338.86,1038
1752781500,3338.87,3339.42,3338.2,3339.26,988
1752781800,3339.23,3339.91,3338.74,3339.25,997
1752782100,3339.28,3340.0,3338.34,3338.83,1217
1752782400,3338.82,3339.7,3338.65,3338.91,981
1752782700,3338.92,3340.54,3338.88,3339.96,993
1752783000,3339.96,3340.14,3339.07,3339.09,861
1752783300,3339.05,3340.37,3339.04,3340.17,758
1752783600,3340.17,3340.58,3339.33,3340.4,992
1752783900,3340.39,3341.04,3339.79,3340.23,1203
1752784200,3340.21,3340.81,3339.18,3339.19,1141
1752784500,3339.18,3339.19,3337.15,3337.28,1098
1752784800,3337.26,3337.3,3336.31,3336.89,1005
1752785100,3336.92,3338.22,3336.66,3338.12,846
1752785400,3338.13,3338.14,3336.99,3337.72,982
1752785700,3337.72,3337.86,3336.92,3337.44,976
1752786000,3337.43,3337.89,3335.89,3336.43,1004
1752786300,3336.43,3337.2,3335.97,3337.01,1067
1752786600,3337.01,3337.18,3336.68,3336.78,606
1752786900,3336.79,3337.17,3336.17,3336.36,728
1752787200,3336.39,3337.33,3335.68,3337.19,872
1752787500,3337.18,3337.96,3336.82,3337.03,946
1752787800,3337.02,3337.8,3336.89,3337.73,729
1752788100,3337.76,3338.22,3337.53,3338.01,767
1752788400,3337.94,3338.52,3337.81,3338.35,731
1752788700,3338.35,3338.97,3338.18,3338.27,699
1752789000,3338.27,3338.28,3337.25,3337.96,932
1752789300,3337.95,3338.89,3337.84,3338.55,944
1752789600,3338.55,3338.98,3338.25,3338.72,795
1752789900,3338.72,3340.15,3338.72,3339.53,864
1752790200,3339.53,3339.83,3339.23,3339.47,746
1752790500,3339.48,3340.2,3339.31,3340.01,748
1752790800,3339.98,3340.08,3339.79,3340.03,587
1752791100,3340.04,3340.26,3339.36,3339.71,682
1752791400,3339.7,3340.43,3339.57,3340.43,801
1752791700,3340.46,3340.8,3340.26,3340.51,840
1752792000,3340.51,3340.65,3339.93,3340.47,824
1752792300,3340.47,3340.77,3339.89,3340.04,845
1752792600,3340.01,3340.26,3339.83,3339.99,857
1752792900,3339.96,3340.12,3338.34,3339.77,1328
1752793200,3339.8,3340.25,3339.22,3339.23,433
1752793500,3339.24,3339.87,3339.18,3339.36,342
1752793800,3339.37,3339.7,3338.88,3339.03,373
1752794100,3339.03,3339.67,3339.02,3339.27,386
1752794400,3339.27,3339.56,3339.24,3339.3,250
1752794700,3339.3,3339.35,3338.84,3339.02,388
1752795000,3339.0,3339.35,3338.86,3338.94,256
1752795300,3338.95,3338.99,3337.98,3338.16,357
1752795600,3338.16,3338.38,3337.87,3338.28,343
1752795900,3338.27,3338.44,3337.74,3337.91,489
1752796200,3337.92,3338.14,3337.37,3338.1,322
1752796500,3338.11,3338.81,3337.98,3338.81,287
1752800400,3340.18,3341.76,3339.49,3341.56,590
1752800700,3341.58,3341.82,3340.02,3340.49,572
1752801000,3340.49,3340.69,3339.55,3339.7,314
1752801300,3339.7,3339.7,3338.35,3339.12,265
1752801600,3339.12,3339.62,3338.16,3339.14,881
1752801900,3339.14,3340.65,3339.12,3339.44,510
1752802200,3339.43,3340.71,3338.82,3339.85,542
1752802500,3339.86,3343.09,3339.86,3342.52,604
1752802800,3342.53,3343.0,3340.98,3342.75,607
1752803100,3342.62,3343.95,3342.22,3343.4,660
1752803400,3343.44,3343.58,3342.72,3343.0,351
1752803700,3343.0,3343.8,3342.96,3343.28,339
1752804000,3343.19,3343.39,3341.62,3343.24,435
1752804300,3343.31,3343.37,3342.21,3342.52,457
1752804600,3342.52,3342.82,3342.01,3342.3,286
1752804900,3342.3,3342.33,3340.78,3341.8,670
1752805200,3341.81,3341.88,3341.24,3341.27,293
1752805500,3341.26,3342.09,3340.93,3341.55,385
1752805800,3341.51,3342.82,3341.21,3342.17,452
1752806100,3342.17,3342.23,3341.44,3341.76,247
1752806400,3341.77,3342.04,3341.11,3341.12,302
1752806700,3341.12,3341.6,3340.75,3341.48,328
1752807000,3341.47,3341.5,3339.43,3339.82,493
1752807300,3339.83,3340.62,3339.68,3340.26,412
1752807600,3340.27,3340.73,3339.55,3340.15,779
1752807900,3340.16,3341.43,3339.35,3339.93,913
1752808200,3339.94,3340.73,3339.66,3340.7,613
1752808500,3340.7,3341.01,3339.89,3340.28,768
1752808800,3340.2,3340.7,3339.29,3339.31,662
1752809100,3339.34,3339.34,3338.64,3339.02,501
1752809400,3339.06,3339.33,3338.03,3338.64,602
1752809700,3338.65,3339.41,3338.12,3339.17,451
1752810000,3339.17,3339.45,3338.53,3338.68,539
1752810300,3338.68,3339.3,3338.45,3339.04,512
1752810600,3339.04,3339.37,3338.51,3338.95,580
1752810900,3338.95,3340.22,3338.54,3339.88,834
1752811200,3339.88,3343.0,3338.43,3338.99,1706
1752811500,3339.0,3339.9,3337.07,3338.89,1439
1752811800,3338.89,3339.95,3338.45,3339.37,825
1752812100,3339.38,3339.38,3337.45,3337.88,956
1752812400,3337.87,3338.77,3336.69,3336.8,907
1752812700,3336.75,3337.49,3336.25,3336.64,894
1752813000,3336.64,3338.23,3335.58,3337.46,1046
1752813300,3337.46,3337.59,3335.33,3336.35,856
1752813600,3336.35,3336.89,3335.46,3336.41,776
1752813900,3336.41,3338.27,3336.41,3337.46,917
1752814200,3337.45,3340.13,3337.43,3338.02,1114
1752814500,3337.99,3338.7,3337.39,3337.72,805
1752814800,3337.65,3339.38,3336.86,3339.37,850
1752815100,3339.36,3341.14,3339.3,3340.6,1074
1752815400,3340.6,3343.79,3340.54,3343.32,1299
1752815700,3343.31,3343.89,3343.05,3343.43,917
1752816000,3343.43,3344.16,3343.26,3343.75,857
1752816300,3343.74,3343.91,3342.83,3343.19,629
1752816600,3343.19,3343.6,3340.12,3340.74,1263
1752816900,3340.74,3341.56,3340.58,3340.62,778
1752817200,3340.62,3341.71,3339.63,3339.67,739
1752817500,3339.67,3340.69,3338.52,3338.62,816
1752817800,3338.62,3339.31,3337.59,3337.59,843
1752818100,3337.54,3338.48,3337.27,3337.76,932
1752818400,3337.77,3338.47,3337.07,3337.56,912
1752818700,3337.56,3338.13,3336.69,3336.81,740
1752819000,3336.8,3337.16,3336.45,3336.58,688
1752819300,3336.58,3336.91,3336.28,3336.7,672
1752819600,3336.67,3336.71,3335.26,3335.73,737
1752819900,3335.7,3335.7,3334.6,3335.13,926
1752820200,3335.16,3336.41,3334.29,3334.45,663
1752820500,3334.45,3335.92,3334.09,3335.86,616
1752820800,3335.86,3336.61,3335.44,3336.02,588
1752821100,3336.02,3336.29,3335.76,3336.25,451
1752821400,3336.25,3336.63,3335.9,3336.12,446
1752821700,3336.12,3336.18,3334.61,3334.61,602
1752822000,3334.6,3336.2,3334.48,3335.31,763
1752822300,3335.32,3336.46,3335.32,3336.09,564
1752822600,3336.08,3336.24,3335.16,3335.52,372
1752822900,3335.54,3335.93,3335.36,3335.71,384
1752823200,3335.71,3336.52,3335.7,3336.24,506
1752823500,3336.24,3336.25,3334.55,3334.99,622
1752823800,3334.98,3335.23,3334.13,3334.84,505
1752824100,3334.82,3335.09,3334.26,3334.77,405
1752824400,3334.8,3335.65,3334.15,3334.83,582
1752824700,3334.83,3336.46,3333.84,3336.01,703
1752825000,3336.02,3336.14,3335.7,3335.84,419
1752825300,3335.8,3337.04,3335.8,3337.03,546
1752825600,3337.01,3338.26,3336.83,3337.93,736
1752825900,3337.94,3339.47,3337.88,3338.64,594
1752826200,3338.64,3340.13,3338.54,3339.57,617
1752826500,3339.57,3340.1,3339.07,3339.45,622
1752826800,3339.45,3340.13,3339.19,3339.78,553
1752827100,3339.78,3339.87,3337.95,3337.96,680
1752827400,3337.95,3338.61,3335.32,3335.55,1130
1752827700,3335.56,3336.87,3335.28,3336.78,838
1752828000,3336.77,3337.71,3334.55,3334.55,1121
1752828300,3334.54,3335.57,3333.8,3335.17,1048
1752828600,3335.17,3335.69,3334.21,3334.84,781
1752828900,3334.86,3334.86,3333.4,3333.5,965
1752829200,3333.49,3333.94,3332.27,3332.48,1116
1752829500,3332.47,3334.26,3331.77,3333.42,1305
1752829800,3333.45,3337.21,3333.26,3337.01,1042
1752830100,3337.02,3338.12,3336.71,3337.62,1027
1752830400,3337.63,3337.81,3336.85,3337.43,927
1752830700,3337.43,3339.11,3337.43,3338.98,893
1752831000,3338.98,3340.28,3338.44,3339.17,1070
1752831300,3339.14,3340.84,3339.02,3339.35,1011
1752831600,3339.34,3339.46,3337.84,3338.58,843
1752831900,3338.58,3341.49,3338.13,3340.81,1062
1752832200,3340.82,3341.58,3340.08,3340.99,1106
1752832500,3341.0,3342.69,3340.56,3342.07,1112
1752832800,3342.07,3342.52,3340.7,3342.47,1072
1752833100,3342.47,3344.02,3342.43,3343.81,975
1752833400,3343.8,3344.81,3343.19,3343.94,995
1752833700,3343.94,3345.34,3343.72,3344.81,911
1752834000,3344.85,3346.33,3344.36,3346.14,772
1752834300,3346.15,3346.59,3345.18,3345.41,836
1752834600,3345.42,3347.03,3344.19,3346.46,1038
1752834900,3346.45,3348.42,3346.41,3348.35,987
1752835200,3348.35,3349.72,3347.9,3347.92,1004
1752835500,3347.92,3348.79,3347.55,3348.34,944
1752835800,3348.33,3349.09,3347.81,3348.89,694
1752836100,3348.87,3350.06,3348.7,3349.87,871
1752836400,3349.87,3349.94,3348.56,3349.93,1122
1752836700,3349.93,3350.37,3347.83,3347.87,1223
1752837000,3347.86,3348.77,3347.22,3347.23,870
1752837300,3347.23,3347.6,3346.23,3346.8,942
1752837600,3346.81,3347.77,3346.27,3347.05,672
1752837900,3347.06,3348.6,3346.79,3348.57,675
1752838200,3348.57,3349.8,3348.44,3348.51,888
1752838500,3348.5,3348.89,3347.55,3347.84,814
1752838800,3347.83,3349.13,3347.55,3349.05,614
1752839100,3349.02,3349.29,3348.12,3348.74,651
1752839400,3348.73,3348.92,3347.88,3348.69,586
1752839700,3348.69,3348.77,3347.03,3347.5,748
1752840000,3347.5,3349.48,3347.4,3349.2,661
1752840300,3349.2,3354.55,3349.19,3352.04,1181
1752840600,3352.03,3353.43,3351.71,3352.06,1096
1752840900,3352.04,3352.19,3350.47,3351.48,873
1752841200,3351.48,3352.33,3350.48,3351.94,785
1752841500,3351.96,3352.6,3351.91,3352.0,735
1752841800,3352.0,3353.5,3351.56,3353.41,842
1752842100,3353.42,3354.88,3353.25,3354.52,839
1752842400,3354.49,3354.73,3353.12,3353.38,736
1752842700,3353.39,3353.61,3352.82,3352.99,675
1752843000,3353.02,3353.52,3352.31,3352.66,723
1752843300,3352.65,3353.03,3350.89,3352.41,989
1752843600,3352.23,3352.47,3349.14,3349.68,843
1752843900,3349.68,3350.43,3347.89,3350.02,1370
1752844200,3350.04,3352.08,3350.01,3351.39,1341
1752844500,3351.38,3352.21,3349.9,3350.07,1045
1752844800,3350.06,3351.81,3349.35,3351.05,1086
1752845100,3351.09,3351.25,3350.01,3350.53,697
1752845400,3350.53,3352.07,3350.46,3351.33,591
1752845700,3351.33,3352.66,3350.9,3352.64,516
1752846000,3352.62,3352.75,3351.01,3351.84,668
